actor_name.text was created: 2025/2/5 7:11:15
Filesize is: 75856 bytes

Enemy
Group 0
DbladePA02 - “飛翔剣（デュアルブレード）”用のフォトンアーツ。<br>連続で斬撃を放った後、<br>目標に無数のフォトンの刃を降り注がせる。<br>発動中にもう一度PAボタンを押すことで、<br>攻撃の挙動が変化する。
DbladePA03 - “飛翔剣（デュアルブレード）”用のフォトンアーツ。<br>縦方向に斬撃を放ちながら突進した後、<br>強力な一撃を放つ。<br>発動中にもう一度PAボタンを押すことで、<br>攻撃の挙動が変化する。
SwordPA04 - “大剣（ソード）”用のフォトンアーツ。<br>勢いよく斬り下ろし、敵を両断する。<br>チャージすることで攻撃範囲が拡大し、威力が上昇する。
WlancePA04 - “自在槍（ワイヤードランス）”用のフォトンアーツ。<br>刃をエネミーに突き刺すと、大きく飛び上がり、<br>その勢いを利用した叩きつけ攻撃を行う。<br>チャージすることで攻撃の挙動が変化する。<br>チャージ中、受けるダメージを軽減し、<br>打ち上げや吹き飛ばしを防ぐ状態になり、<br>エネミーの攻撃を２回受けると、<br>自動的にチャージを完了して発動する。
PartisanPA04 - “長槍（パルチザン）”用のフォトンアーツ。<br>斬り上げ、刺突、薙ぎ払いの３連撃を繰り出す。
TdaggerPA04 - “双小剣（ツインダガー）”用のフォトンアーツ。<br>刃をエネミーに突き刺し、斬撃を放った後、<br>武器を投げて周囲のエネミーを攻撃する。
DsaberPA04 - “両剣（ダブルセイバー）”用のフォトンアーツ。<br>飛び上がって回転斬りをした後、<br>フォトンをまとわせた武器を叩きつける。<br>発動時に、カマイタチが発生する。
KnucklePA04 - “鋼拳（ナックル）”用のフォトンアーツ。<br>素早い動きでエネミーの攻撃を無効化した後、<br>一撃必倒の裏拳を対象に叩き込む。<br>無効化に成功すると、威力が上昇する。
RiflePA04 - “長銃（アサルトライフル）”用のフォトンアーツ。<br>一定の位置に対して強力な爆撃を放つ。<br>長押ししている間、着弾位置が表示され、<br>PAボタンを離すと攻撃を行う。
MachinegunPA04 - “双機銃（ツインマシンガン）”用のフォトンアーツ。<br>華麗に舞いながら、前方に跳ね返る弾丸を放つ。<br>チャージすることで、威力が上昇する。
KatanaPA04 - “抜剣（カタナ）”用のフォトンアーツ。<br>高速で目標を斬り抜ける。<br>連続して発動すると、挙動が変化する。
CompoundBowPA04 - “強弓（バレットボウ）”用のフォトンアーツ。<br>大きく移動しながら、前方に矢を放つ。<br>チャージすることで、<br>フォトンでできた弓矢との連続攻撃に変化する。
JetBootsPA04 - “魔装脚（ジェットブーツ）”用のフォトンアーツ。<br>素早くエネミーに接近し、強力な蹴撃を見舞う。<br>PAボタンを長押しすると、追加でPPを消費するかわりに、<br>一定回数ダメージを与えるフォトンの刃を、<br>自分の周囲に展開する。
DbladePA04 - “飛翔剣（デュアルブレード）”用のフォトンアーツ。<br>連撃とともに巨大な衝撃波を放つ。<br>発動中にもう一度PAボタンを押すことで、<br>攻撃の挙動が変化する。
TaktPA01 - “奏具（タクト）”用のフォトンアーツ。<br>ファミリア“フレドラン”を呼び出し、<br>前方に貫通するブレスを放つ。<br>PAボタンを長押しすると、追加でPPを消費するかわりに、<br>視界に捉えた複数のエネミーにブレスを放つ。
TaktPA02 - “奏具（タクト）”用のフォトンアーツ。<br>ファミリア“フレドラン”を呼び出し、<br>エネミーに真空波を放つ。<br>PAボタンを長押しすると、追加でPPを消費するかわりに、<br>ボタンを押している間、フレドランに乗って飛行する。<br>その状態からボタンを離すと、フレドランから降り、<br>フレドラン自身はエネミーに向かって突撃する。
TaktPA03 - “奏具（タクト）”用のフォトンアーツ。<br>ファミリア“ヴォルファー”を呼び出し、<br>衝撃波を起こした後、両腕を叩きつけて周囲を攻撃する。<br>PAボタンを長押しすると、追加でPPを消費するかわりに、<br>チャージ可能な攻撃に変化する。<br>チャージしない場合は、<br>一定時間その場に残る衝撃波を発生させる。<br>チャージした場合は、前方に強力な一撃を放つ。
TaktPA04 - “奏具（タクト）”用のフォトンアーツ。<br>ファミリア“ヴォルファー”を呼び出し、<br>前方に突撃した後、アッパーを放つ。<br>PAボタンを長押しすると、追加でPPを消費するかわりに、<br>前方に連続攻撃をくりだす。
GunslashPA01 - “銃剣（ガンスラッシュ）”用のフォトンアーツ。<br>前方を斬りつけた後、近距離でフォトン弾を放つ。<br>方向入力を行いながら発動すると、挙動が変化し、<br>高速で敵に接近、刺突攻撃を行った後、<br>近距離でフォトン弾を放つ。
GunslashPA02 - “銃剣（ガンスラッシュ）”用のフォトンアーツ。<br>前方に連続斬りを繰り出す。<br>連続して発動すると、強力な攻撃に変化する。<br>方向入力を行いながら発動すると、挙動が変化し、<br>移動しながら周囲に攻撃を行う。
GunslashPA03 - “銃剣（ガンスラッシュ）”用のフォトンアーツ。<br>フォトンの爆弾を放り投げ、爆発とともに後退する。<br>方向入力を行いながら発動すると、攻撃の挙動が変化し、<br>前方にフォトンの爆弾を蹴り飛ばす。<br>爆弾は一定距離を飛んだ後、爆発する。
GunslashPA04 - “銃剣（ガンスラッシュ）”用のフォトンアーツ。<br>武器を地面に突き刺して、周囲に衝撃波を放つ。<br>空中にいる時は高速で落下し、<br>着地時に攻撃が発動する。<br>方向入力を行いながら発動すると、挙動が変化し、<br>上昇しながら周囲に攻撃を行う。
RiflePA01 - “長銃（アサルトライフル）”用のフォトンアーツ。<br>エネミーに命中すると、爆発する弾を放つ。<br>２段階までチャージでき、<br>チャージすることで、エネミーを貫通する<br>螺旋弾に変化する。<br>螺旋弾はチャージ段階に応じて強化される。
LauncherPA04 - “大砲（ランチャー）”用のフォトンアーツ。<br>前方に爆風を浴びせ、反動によって後退する。<br>２段階までチャージでき、<br>チャージすることで、<br>強力なグレネード弾を発射する挙動に変化する。<br>グレネード弾はチャージ段階に応じて強化される。

Group 1

Group 2

Group 3

Group 4

Group 5

Group 6

Group 7

Group 8

Group 9


PB
Group 0
TypeNon - なし
TypeNoUse - フォトンブラスト
Type1_1 - ヘリクス・プロイ
Type1_2 - ヘリクス・イメラ
Type1_3 - ヘリクス・ニフタ
Type2_1 - アイアス・プロイ
Type2_2 - アイアス・イメラ
Type2_3 - アイアス・ニフタ
Type3_1 - ケートス・プロイ
Type3_2 - ケートス・イメラ
Type3_3 - ケートス・ニフタ
Type4_1 - ユリウス・プロイ
Type4_2 - ユリウス・イメラ
Type4_3 - ユリウス・ニフタ
Type5_1 - イリオス・プロイ
Type5_2 - イリオス・イメラ
Type5_3 - イリオス・ニフタ

Group 1

Group 2

Group 3

Group 4

Group 5

Group 6

Group 7

Group 8

Group 9


PBExplanation
Group 0
TypeNon - なし
TypeNoUse - 現在、フォトンブラストを使用出来ません。<br>フォトンブラストを覚えたマグを<br>装備してください。
Type1_1 - 貫く力、ヘリクスタイプの具現。<br>フォトンをまとい、目標に向かって<br>突進攻撃を行う。
Type1_2 - 貫く力、ヘリクスタイプの具現。<br>目標へ向けて一足のもと接近し<br>強力な電撃を周囲に発生させる。
Type1_3 - 貫く力、ヘリクスタイプの具現。<br>目標に向かい、衝角での連撃ののち<br>体躯を活かした踏みつけ攻撃を行う。
Type2_1 - 譲らぬ力、アイアスタイプの具現。<br>前方広範囲に向けて、炸裂砲弾を<br>次々に発射し、殲滅を行う。
Type2_2 - 譲らぬ力、アイアスタイプの具現。<br>頭部より発射したフォトンメーザーを<br>目標周囲へ雨霰のように降らせる。
Type2_3 - 譲らぬ力、アイアスタイプの具現。<br>飛散させた鵬翼はそれぞれが意志を<br>持ち、目標を撃ち抜く弾丸となる。
Type3_1 - 惑わぬ力、ケートスタイプの具現。<br>周囲の大気中フォトンへ働きかけ<br>ＰＰの自己回復量を増大させる。
Type3_2 - 惑わぬ力、ケートスタイプの具現。<br>前方に向けて、フォトンを凝縮した<br>レーザーで集束砲撃を行う。
Type3_3 - 惑わぬ力、ケートスタイプの具現。<br>空間を遊泳し、フォトンを励起させ<br>数多の落雷を発生させる。
Type4_1 - 揺るがぬ力、ユリウスタイプの具現。<br>目標に対し、ワープして近付き<br>複数の腕による連続攻撃を行う。
Type4_2 - 揺るがぬ力、ユリウスタイプの具現。<br>目標へ向けて、確実に仕留める<br>刺突尖角を撃ち下ろす。
Type4_3 - 揺るがぬ力、ユリウスタイプの具現。<br>目標周囲に、限定的な超重力場を<br>発生させ集束、収縮崩壊を行う。
Type5_1 - 挫けぬ力、イリオスタイプの具現。<br>主の定めた目標に対し、主と連携して<br>追加攻撃を行う。
Type5_2 - 挫けぬ力、イリオスタイプの具現。<br>主の定めた目標に対し、巨大な剣から<br>両断の波動を撃ち出す。
Type5_3 - 挫けぬ力、イリオスタイプの具現。<br>主の定めた目標に対し、虚空の彼方<br>より無慈悲な罰を降らせる。

Group 1

Group 2

Group 3

Group 4

Group 5

Group 6

Group 7

Group 8

Group 9


Pet
Group 0
PetPALearn - $(1)が$(0)を習得しました。
PetPALevelUp - $(2)の$(1)のレベルが$(0)に上がりました。
PetUnequipped - タクトにペットが設定されていません。

Group 1

Group 2

Group 3

Group 4

Group 5

Group 6

Group 7

Group 8

Group 9


Npc
Group 0
Npc_7001 - マノン
Npc_7002 - アイナ
Npc_7003 - ガロア
Npc_7004 - クロフォード
Npc_7005 - ブルーダー
Npc_7006 - ラン
Npc_7007 - リューリン
Npc_7008 - ロッサ
Npc_7009 - オランジェ
Npc_7010 - ナーデレフ
Npc_7011 - タイヴァス
Npc_7012 - トゥーリ
Npc_7013 - イルマ
Npc_7014 - クッカ
Npc_7015 - メリ
Npc_7016 - グレン
Npc_7017 - ハーディ
Npc_7018 - ジャリル
Npc_7019 - モフセン
Npc_7022 - カヌイ
Npc_7023 - ノロシ
Npc_7025 - ゼフェット
Npc_7026 - ファリア
Npc_7027 - リクール
Npc_7028 - ルカ

Group 1

Group 2

Group 3

Group 4

Group 5

Group 6

Group 7

Group 8

Group 9


FollowRun
Group 0
AutorunToast1 - オートランを開始します。

Group 1

Group 2

Group 3

Group 4

Group 5

Group 6

Group 7

Group 8

Group 9


Common
Group 0
Toast_Defend - レベルに差があるため、与えるダメージが減少しています。
Toast_Defend_CombatPoint - 戦闘力が不足しているため、与えるダメージが減少します。（必要戦闘力：$(0)以上）

Group 1

Group 2

Group 3

Group 4

Group 5

Group 6

Group 7

Group 8

Group 9


ItemUse
Group 0
MoonAtmizerToYou - がアイテムを使用し、あなたを復活させました。
ResurrectToYou - があなたを復活させました。

Group 1

Group 2

Group 3

Group 4

Group 5

Group 6

Group 7

Group 8

Group 9


Vehicle
Group 0
<GatlingGun>EquippingEnd - 兵装解除
<GatlingGun>AttackGun - ラピッドファイア
<GatlingGun>AttackRailgun - チャージブラスター
<GatlingGun>AttackJet - ブーストグライダー
HealTankRecast - レスタサイン
RecoveryMoonAtomizerRecast - リバーサーサイン
RideTimeAlert1 - <yellow>残り稼働時間：$(0)秒<c>
RideTimeAlert2 - <red>残り稼働時間：$(0)秒<c>
<Throw>EquippingEnd - 解除
SnowBoard:GetOff - 兵装解除
<GatlingGun>AttackMissile - マルチロックミサイル
<GatlingGun>JumpingDodge - ウルトラハイジャンプ
<GatlingGun>ParticleCannon - ハイパーブラスター
<Throw>EquippingEndMovement - 解除
<Halloween>PowerBoost - バレットブースト
<GatlingGun>SpShot - ワンショットブラスター

Group 1

Group 2

Group 3

Group 4

Group 5

Group 6

Group 7

Group 8

Group 9


ActionExplanation
Group 0
SwordAttack - “大剣（ソード）”用の通常攻撃。<br>大剣を振り、最大３段の攻撃を行う。
PartisanAttack - “長槍（パルチザン）”用の通常攻撃。<br>長槍を振り、最大３段の攻撃を行う。
PartisanWeaponAction - “長槍（パルチザン）”用の武器アクション。<br>長槍を構え、周囲からの攻撃を弾く。
WLanceAttack - “自在槍（ワイヤードランス）”用の通常攻撃。<br>自在槍を振り、最大３段の攻撃を行う。
WLanceWeaponAction - “自在槍（ワイヤードランス）”用の武器アクション。<br>ワイヤーを伸ばしてエネミーを突き刺す。<br>攻撃が当たると、そのエネミーに接近する。
KnuckleAttack - “鋼拳（ナックル）”用の通常攻撃。<br>拳をくりだし、最大３段の攻撃を行う。
KnuckleWeaponAction - “鋼拳（ナックル）”用の武器アクション。<br>素早い動きで、敵の攻撃を回避する。
TDaggerAttack - “双小剣（ツインダガー）”用の通常攻撃。<br>双小剣を振り、最大３段の攻撃を行う。
TDaggerWeaponAction - “双小剣（ツインダガー）”用の武器アクション。<br>双小剣を構え、周囲からの攻撃を弾く。
DSaberAttack - “両剣（ダブルセイバー）”用の通常攻撃。<br>両剣を振り、最大３段の攻撃を行う。
DSaberWeaponAction - “両剣（ダブルセイバー）”用の武器アクション。<br>両剣を構え、周囲からの攻撃を弾く。
LauncherAttack - “大砲（ランチャー）”用の通常攻撃。<br>爆発弾を放ち、攻撃を行う。<br>チャージすることで、<br>複数の爆発弾を放ち、広範囲を攻撃する。
LauncherWeaponAction - “大砲（ランチャー）”用の武器アクション。<br>エネミーに一定時間で爆発する、<br>スティッキーボムを付着する。<br>付着したエネミーに攻撃を当てると、<br>爆発時にPPが回復する。
RifleAttack - “長銃（アサルトライフル）”用の通常攻撃。<br>銃弾を連射し、攻撃を行う。<br>通常攻撃ボタンを長押しすることで、<br>弾を撃ち続ける。
RifleWeaponAction - “長銃（アサルトライフル）”用の武器アクション。<br>素早く移動しながら、銃弾を連射する。
TMachineGunAttack - “双機銃（ツインマシンガン）”用の通常攻撃。<br>銃弾を放ち、最大３段の攻撃を行う。
TMachineGunWeaponAction - “双機銃（ツインマシンガン）”用の武器アクション。<br>移動しながら、敵の攻撃を回避する。<br>武器アクション中に通常攻撃ボタンを押すことで、<br>さらに射撃を行う。
TalisAttack - “導具（タリス）”用の通常攻撃。<br>タリスを投擲し、最大３段の攻撃を行う。
TalisWeaponAction - “導具（タリス）”用の武器アクション。<br>フロートトーチカを設置し、<br>断続的にフォトン弾を飛ばして攻撃する。
WandAttack - “短杖（ウォンド）”用の通常攻撃。<br>短杖を振り、最大３段の攻撃を行う。
WandWeaponAction - “短杖（ウォンド）”用の武器アクション。<br>短杖を構え、周囲からの攻撃を弾く。
RodAttack - “長杖（ロッド）”用の通常攻撃。<br>フォトン弾を飛ばし、最大３段の攻撃を行う。
RodWeaponAction - “長杖（ロッド）”用の武器アクション。<br>バリアを展開し、周囲からの攻撃を弾く。<br>ガード成功時、PPが回復する。
KatanaAttack - “抜剣（カタナ）”用の通常攻撃。<br>抜剣を振り、最大３段の攻撃を行う。
CompoundBowAttack - “強弓（バレットボウ）”用の通常攻撃。<br>矢を放ち、攻撃を行う。<br>チャージすることで、<br>炸裂する矢を放ち、広範囲を攻撃する。
CompoundBowWeaponAction - “強弓（バレットボウ）”用の武器アクション。<br>素早い動きで、敵の攻撃を回避する。
JBootsAttack - “魔装脚（ジェットブーツ）”用の通常攻撃。<br>素早い蹴りにより、最大３段の攻撃を行う。
JetBootsWeaponAction - “魔装脚（ジェットブーツ）”用の武器アクション。<br>素早い動きで、敵の攻撃を回避する。
DBladeAttack - “飛翔剣（デュアルブレード）”用の通常攻撃。<br>飛翔剣を振り、最大３段の攻撃を行う。
DBladeWeaponAction - “飛翔剣（デュアルブレード）”用の武器アクション。<br>素早い動きで、敵の攻撃を回避しながら、<br>フォトンブレードを飛ばし、エネミーを攻撃する。
TaktAttack - “奏具（タクト）”用の通常攻撃。<br>奏具を振り、フォトンを弾けさせ、<br>最大３段の攻撃を行う。<br>通常攻撃ボタンを長押しすることで、<br>攻撃の挙動が変化する。
TaktWeaponAction - “奏具（タクト）”用の武器アクション。<br>ファミリア“マルメロ”を呼び出し、<br>周囲からの攻撃を弾く。
GunSlashAttack - “銃剣（ガンスラッシュ）”用の通常攻撃。<br>フォトン弾を放ち、最大３段の攻撃を行う。<br>１段目で長押しすることで、２段階までチャージでき、<br>それぞれ攻撃の挙動が変化する。<br>チャージの１段階目は５連射攻撃を行い、<br>２段階目は強力なフォトン弾を放つ。
GunSlashWeaponAction - “銃剣（ガンスラッシュ）”用の武器アクション。<br>銃剣を振りながら、最大３段の斬撃を行う。<br>攻撃を受ける直前に行うことで、<br>周囲からの攻撃を弾く。
SwordWeaponAction - “大剣（ソード）”用の武器アクション。<br>大剣を構え、周囲からの攻撃を防ぐ。<br>武器アクションボタンを長押しすることで継続し、<br>攻撃を受けると、PPを消費してダメージを軽減する。<br>攻撃を受ける直前に行うことで、<br>ジャストガードになり、<br>PPを消費せず、攻撃を無効化する。
KatanaWeaponAction - “抜剣（カタナ）”用の武器アクション。<br>抜剣を構え、周囲からの攻撃を防ぐ。<br>武器アクションボタンを長押しすることで、<br>PPを消費してダメージを軽減する。<br>攻撃を受ける直前に行うことで、<br>ジャストガードになり、<br>PPを消費せず、攻撃を無効化する。

Group 1

Group 2

Group 3

Group 4

Group 5

Group 6

Group 7

Group 8

Group 9


Class_NGS
Group 0
ClassNGS - クラス
MainNGS - メインクラス
SubNGS - サブクラス
NoneNGS - なし
JobNGS_00 - ハンター
JobNGS_01 - レンジャー
JobNGS_02 - フォース
JobNGS_03 - ファイター
JobNGS_04 - ガンナー
JobNGS_05 - テクター
JobNGS_06 - ブレイバー
JobNGS_07 - バウンサー
JobNGS_08 - チャレンジャー
JobNGS_09 - ウェイカー
JobNGS_10 - バトルウォリアー
JobNGS_11 - スレイヤー
JobNGS_12 - ファントム
JobNGS_13 - エトワール
JobNGS_14 - スレイヤー
AllNGS - 全クラス

Group 1

Group 2

Group 3

Group 4

Group 5

Group 6

Group 7

Group 8

Group 9


ActionCustomize
Group 0
Common_RangeExtendPP - 攻撃範囲拡大<br>消費PP<yellow>$(0)<c>
Common_LongChargeAtp - チャージ時威力<yellow>$(0)<c><br>チャージ時間<yellow>$(1)<c>
Common_AtkSpeedAtp - 攻撃速度上昇<br>PA威力<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>
Common_AtkSpeedChgAtp - 攻撃速度上昇<br>チャージ時威力<yellow>$(0)<c>／非チャージ時威力<yellow>$(1)<c><br>消費PP<yellow>$(2)<c>
Common_ParryingPaAtp - ハンターアーツアヴェンジ発動時威力<yellow>$(0)<c><br>ハンターアーツアヴェンジ非発動時威力<yellow>$(1)<c>
Common_DownAtp - ダウン中のエネミーへの威力<yellow>$(0)<c><br>非ダウン中のエネミーへの威力<yellow>$(1)<c><br>消費PP<yellow>$(2)<c>
Common_ArmorPP - PA発動中に打ち上げや吹き飛ばし無効<br>被ダメージ<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>
Common_GearGuagePP - ギアゲージ蓄積量<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>
Common_AtkChgSpeedAtp - 攻撃速度上昇／チャージ時間<yellow>$(0)<c><br>チャージ時威力<yellow>$(1)<c>／非チャージ時威力<yellow>$(2)<c><br>消費PP<yellow>$(3)<c>
Common_AtkSpeedAtpFL - 攻撃速度上昇<br>PA前半部分威力<yellow>$(0)<c>／PA後半部分威力<yellow>$(1)<c><br>消費PP<yellow>$(2)<c>
Wlance_CrossingFeatherGuagePP - クロッシングフェザーのゲージ蓄積量<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>
Dsaber_WindGuagePP - カマイタチの蓄積量<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>
Dblade_PinionBladeGuagePP - ピニオンブレードのゲージ蓄積量<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>
Rifle_SpreadShotGuagePP - スプレッドショットのゲージ蓄積量<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>
Rifle_AttackImpactGuagePP - ライフルアタックインパクトのゲージ蓄積量<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>
Machinegun_InfinityFireGuagePP - ヘイルオブバレッツのゲージ蓄積量<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>
Gunslash_EnableChargeSlash - PA発動後に武器アクションボタンを押すことで<br>チャージスラッシュ発動可能<br>消費PP<yellow>$(0)<c>
Katana_PAComboAtpPP - PA1段目威力<yellow>$(0)<c><br>PA2段目威力<yellow>$(1)<c><br>消費PP<yellow>$(2)<c>
Wand_ElementPursuitGuagePP - ウォンドエレメントパスートの<br>ゲージ蓄積効果追加<br>消費PP<yellow>$(0)<c>
Technic_DownRateMixTechPP - 属性ダウン値<yellow>$(0)<c><br>複合属性テクニックのゲージ蓄積量<yellow>$(1)<c><br>消費PP<yellow>$(2)<c>
WlancePA03_Pattern2 - 攻撃範囲拡大<br>距離による威力上昇が常に最大<br>消費PP<yellow>$(0)<c>
PartisanPA02_Pattern2 - フィニッシュ攻撃の威力上昇／攻撃範囲拡大<br>PA威力<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>
PartisanPA02_Pattern3 - 一定時間PAボタン長押しで威力上昇／攻撃速度上昇<br>PA威力<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>
TdaggerPA02_Pattern2 - PA前半部分の前進距離増加<br>PA後半部分の後退無効化／衝撃波の射程距離延長<br>消費PP<yellow>$(0)<c>
TdaggerPA02_Pattern3 - 直後に発動する<br>アクセルドライブ威力<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>
DsaberPA03_Pattern3 - 竜巻の攻撃持続時間延長<br>竜巻の1ヒット毎の威力<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>
KatanaPA03_Pattern2 - ブレイブコンバット中の攻撃速度上昇／PA威力<yellow>$(0)<c><br>フィニッシュプライズのヒットカウント数<yellow>$(1)<c><br>消費PP<yellow>$(2)<c>
RiflePA03_Pattern2 - PAボタン長押し中の威力上昇／弾丸がエネミーを追尾<br>PA威力<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>
RiflePA03_Pattern3 - フィニッシュ攻撃の威力上昇／攻撃範囲拡大<br>PA威力<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>
LauncherPA01_Pattern2 - 爆発弾の弾数増加<br>爆発弾の1ヒット毎の威力<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>
LauncherPA01_Pattern3 - 爆発弾ヒット中のエネミーへのランチャーPA威力<yellow>$(0)<c><br>爆発弾の落下間隔延長<br>PA威力<yellow>$(1)<c>／消費PP<yellow>$(2)<c>
CompoundBowPA03_Pattern1 - 非チャージ時の攻撃範囲拡大<br>消費PP<yellow>$(0)<c>
CompoundBowPA03_Pattern2 - 非チャージ時の攻撃持続時間延長<br>非チャージ時の1ヒット毎の威力<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>
CompoundBowPA03_Pattern3 - チャージ時の弓矢ストック数<yellow>$(0)<c><br>チャージ時の1ヒット毎の威力<yellow>$(1)<c><br>消費PP<yellow>$(2)<c>
DbladePA02_Pattern1 - PA発動中に打ち上げや吹き飛ばし無効<br>ピニオンブレードのゲージ蓄積量<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>
DbladePA02_Pattern3 - 派生前攻撃の速度上昇<br>派生前攻撃の威力<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>
JetBootsPA03_Pattern2 - 衝撃波の攻撃持続時間延長<br>衝撃波の1ヒット毎の威力<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>
JetBootsPA03_Pattern3 - PA発動後に通常攻撃ボタンを押すことで<br>スラストドライブ発動可能<br>消費PP<yellow>$(0)<c>
TaktPA04_Pattern3 - 非派生攻撃時にトレブルクリフマーキングの<br>マーカー蓄積効果追加<br>消費PP<yellow>$(0)<c>
GunslashPA04_Pattern2 - 方向入力時の攻撃範囲拡大／上昇距離増加<br>消費PP<yellow>$(0)<c>
GunslashPA04_Pattern3 - 非方向入力時の衝撃波が持続攻撃に変化<br>非方向入力時の1ヒット毎の威力<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>
TalisPA01_Pattern1 - タリス展開から<yellow>$(0)秒<c>経過後テクニック威力<yellow>$(1)<c><br>タリスの展開時間<yellow>$(2)<c><br>タリス展開中のテクニックの消費PP<yellow>$(3)<c>
TalisPA01_Pattern2 - タリス展開中のテクニックがターゲット位置への攻撃に変化<br>タリス展開中のテクニックの属性ダウン値<yellow>$(0)<c><br>タリス展開中のテクニックの消費PP<yellow>$(1)<c>
TalisPA01_Pattern3 - タリス展開中のトリッキーキャパシタのゲージ蓄積量<yellow>$(0)<c><br>タリス展開中のテクニックの消費PP<yellow>$(1)<c>
WandPA01_Pattern2 - 衝撃波を飛ばす攻撃に変化／攻撃速度上昇<br>攻撃時の前進無効化<br>PA威力<yellow>$(0)<c>／消費PP<yellow>$(1)<c>
Fire01_Pattern2 - 攻撃速度上昇<br>チャージ時間<yellow>$(0)<c><br>テクニック威力<yellow>$(1)<c>
Fire01_Pattern3 - 属性ダウン値<yellow>$(0)<c><br>炎の刻印の蓄積量<yellow>$(1)<c><br>消費PP<yellow>$(2)<c>
Wind01_Pattern1 - 風環の攻撃範囲拡大／ヒット数減少<br>消費PP<yellow>$(0)<c>
Wind01_Pattern2 - チャージ時の攻撃範囲拡大／弾速上昇<br>消費PP<yellow>$(0)<c>
Light01_Pattern1 - チャージ時の攻撃と光円環による追撃が各１ヒットに変化<br>チャージ時威力<yellow>$(0)<c><br>チャージ時間<yellow>$(1)<c>
Light01_Pattern2 - 発動時にエネミーからの攻撃を無効化<br>消費PP<yellow>$(0)<c>
SwordPA03_Pattern2 - PA1段目チャージ時のPA3段目威力<yellow>$(0)<c><br>PA2段目チャージ時のPA3段目威力<yellow>$(1)<c><br>消費PP<yellow>$(2)<c>
SwordPA03_Pattern3 - チャージ時の攻撃が1ヒットの衝撃波を飛ばす挙動に変化<br>攻撃時の前進無効化<br>消費PP<yellow>$(0)<c>
WlancePA02_Pattern1 - 攻撃範囲拡大<br>距離による威力上昇が常に最大<br>消費PP<yellow>$(0)<c>
WlancePA02_Pattern2 - 直後に発動する<br>ワイヤードランス武器アクション威力<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>
PartisanPA1_Pattern2 - チャージ時の斬撃が持続攻撃に変化<br>チャージ時威力<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>
TdaggerPA04_Pattern3 - PA後半部分の範囲攻撃が持続攻撃に変化<br>消費PP<yellow>$(0)<c>
KnucklePA03_Pattern2 - PA前半部分の攻撃持続時間延長／ヒット間隔短縮<br>消費PP<yellow>$(0)<c>
KnucklePA03_Pattern3 - PA前半部分の前進距離増加<br>突撃時にエネミーからの攻撃を無効化<br>消費PP<yellow>$(0)<c>
RiflePA01_Pattern1 - 1段チャージ時の<br>威力上昇／攻撃範囲拡大／1ヒットに集約／弾速上昇<br>消費PP<yellow>$(0)<c>
RiflePA01_Pattern2 - 非チャージ時の弾丸がエネミーを追尾<br>消費PP<yellow>$(0)<c>
LauncherPA02_Pattern2 - PAボタン長押し中のPP継続消費量<yellow>$(0)<c><br>チャージ時間<yellow>$(1)<c>
LauncherPA02_Pattern3 - チャージが即座に完了<br>チャージ時の追加攻撃威力<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>
MachinegunPA01_Pattern2 - 距離による威力上昇が常に最大<br>消費PP<yellow>$(0)<c>
MachinegunPA01_Pattern3 - 攻撃回数増加<br>非チャージ時威力<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>
KatanaPA02_Pattern2 - フェアレスアティチュードが発動可能になるまでの時間短縮<br>直後に発動するフェアレスアティチュード威力<yellow>$(0)<c><br>消費PP<yellow>$(1)<c>
CompoundBowPA04_Pattern2 - ブレイブコンバット中のチャージ時間<yellow>$(0)<c><br>フィニッシュプライズのヒットカウント数<yellow>$(1)<c><br>消費PP<yellow>$(2)<c>
